method,episode_idx,episode_id,start_index,goal_index,sampled_goal_gap,coverage_success,goal_state_success,state_dist,final_latent_distance,start_latent_distance,planning_latency_sec,max_coverage,final_coverage,steps_taken,skill_consistency,video_path
hierarchical,67,0,13,37,24,False,False,80.8918685913086,0.008811945095658302,0.0013381352182477713,0.24045299999852432,0.17450593355568816,0.17450593355568816,32,0.25219308491796255,
hierarchical,68,0,22,53,31,False,False,275.3765869140625,0.012051827274262905,0.0009661122458055615,0.23946871249791002,0.17450593355568816,0.17450593355568816,32,0.20163539052009583,
hierarchical,69,0,5,32,27,False,False,136.20120239257812,0.004817809443920851,0.0033242187928408384,0.24083048749889713,0.17450593355568816,0.17450593355568816,32,0.20700566936284304,
hierarchical,70,0,54,79,25,False,False,533.494140625,0.0145298196002841,0.0028258198872208595,0.2456407624995336,0.17450593355568816,0.17450593355568816,32,0.1838829731568694,
hierarchical,71,0,12,36,24,False,False,222.29757690429688,0.011912601999938488,0.00064709666185081,0.2721219124869094,0.17450593355568816,0.17450593355568816,32,0.1881273165345192,
hierarchical,72,0,37,61,24,False,False,260.89178466796875,0.014120152220129967,0.0031700297258794308,0.2730758124962449,0.17450593355568816,0.17450593355568816,32,0.24274299945682287,
hierarchical,73,0,16,44,28,False,True,11.560646057128906,0.008670429699122906,0.0012387305032461882,0.23276007142184035,0.17450593355568816,0.17450593355568816,25,0.1820552796125412,
hierarchical,74,0,48,72,24,False,False,323.5164489746094,0.01510724239051342,0.002081733662635088,0.23517379997792887,0.17450593355568816,0.17450593355568816,32,0.30696926452219486,
hierarchical,75,0,37,65,28,False,False,356.4051818847656,0.00017876652418635786,0.009838256053626537,0.2603930374898482,0.17450593355568816,0.17450593355568816,32,0.13900680001825094,
hierarchical,76,0,7,38,31,False,False,79.82077026367188,0.006825290620326996,0.006178615149110556,0.2513742499941145,0.17450593355568816,0.17450593355568816,32,0.15470758453011513,
hierarchical,77,0,47,75,28,False,False,432.0252685546875,0.014422043226659298,0.015558923594653606,0.2693465750053292,0.17450593355568816,0.17450593355568816,32,0.16999198403209448,
hierarchical,78,0,52,78,26,False,False,479.8568420410156,0.01786930114030838,0.00562776904553175,0.2490768874922651,0.17450593355568816,0.17450593355568816,32,0.17590754386037588,
hierarchical,79,0,50,79,29,False,False,573.1251220703125,0.0145298196002841,0.0032239696010947227,0.23793662500975188,0.17450593355568816,0.17450593355568816,32,0.20078758988529444,
hierarchical,80,0,31,57,26,False,False,313.4537353515625,0.010466916486620903,0.003664417890831828,0.23727588749898132,0.17450593355568816,0.17450593355568816,32,0.2373432293534279,
hierarchical,81,0,8,37,29,False,False,369.9205017089844,0.008736064657568932,0.0018678342457860708,0.23640464999334654,0.17450593355568816,0.1430061769994912,32,0.2121810605749488,
hierarchical,82,0,10,40,30,False,False,129.64712524414062,0.010004714131355286,0.004146726801991463,0.23913427499792306,0.17450593355568816,0.17450593355568816,32,0.19414436537772417,
hierarchical,83,0,51,76,25,False,False,354.4579162597656,0.014972975477576256,0.01603388972580433,0.23460370000975672,0.17450593355568816,0.17450593355568816,32,0.23038652166724205,
hierarchical,84,0,30,54,24,False,False,320.2171630859375,0.01055121049284935,0.0034426874481141567,0.23657097500108648,0.17450593355568816,0.17450593355568816,32,0.18504205392673612,
hierarchical,85,0,10,37,27,False,False,125.65132141113281,0.0019760800059884787,0.002731531858444214,0.2449419249969651,0.17450593355568816,0.17450593355568816,32,0.151145379524678,
hierarchical,86,0,49,79,30,False,False,275.7952575683594,0.0145298196002841,0.003112723585218191,0.2417068750000908,0.17450593355568816,0.17450593355568816,32,0.2056119628250599,
hierarchical,87,0,35,64,29,False,False,119.24890899658203,0.0058847153559327126,0.003722653491422534,0.24226613748760428,0.17450593355568816,0.17450593355568816,32,0.21528564393520355,
hierarchical,88,0,31,55,24,False,False,378.17034912109375,0.009652134962379932,0.0032542417757213116,0.23835401249380084,0.17450593355568816,0.17450593355568816,32,0.1668963572010398,
hierarchical,89,0,21,53,32,False,False,203.88206481933594,0.012051827274262905,0.0038871890865266323,0.23562380000657868,0.17450593355568816,0.17450593355568816,32,0.1664265082217753,
hierarchical,90,0,23,48,25,False,False,134.2259979248047,0.0018842009594663978,0.0027082953602075577,0.2365053000030457,0.17450593355568816,0.17450593355568816,32,0.21066850423812866,
hierarchical,91,0,13,43,30,False,False,252.20248413085938,0.012861527502536774,0.0012427535839378834,0.23539086249365937,0.17450593355568816,0.17450593355568816,32,0.21880318969488144,
hierarchical,92,0,2,34,32,False,False,209.68536376953125,0.01129939965903759,0.0006060287705622613,0.2218608875045902,0.17450593355568816,0.17450593355568816,32,0.2358972942456603,
hierarchical,93,0,49,76,27,False,False,253.11766052246094,0.014972975477576256,0.00307650538161397,0.22492636250535725,0.17450593355568816,0.17450593355568816,32,0.2749969968572259,
hierarchical,94,0,26,56,30,False,False,213.50381469726562,0.012016410939395428,0.0014551077038049698,0.22246440000162693,0.17450593355568816,0.17450593355568816,32,0.1451347740367055,
hierarchical,95,0,30,58,28,False,False,310.0840759277344,0.012044180184602737,0.004147260449826717,0.22051111249311361,0.17450593355568816,0.17450593355568816,32,0.17060967721045017,
hierarchical,96,0,18,46,28,False,False,148.70623779296875,0.00017876652418635786,0.012873826548457146,0.22228753748640884,0.17450593355568816,0.17450593355568816,32,0.24410196393728256,
hierarchical,97,0,42,66,24,False,False,253.13050842285156,0.006802365183830261,0.0036585330963134766,0.21797362500365125,0.17450593355568816,0.17450593355568816,32,0.21025801030918956,
hierarchical,98,0,1,31,30,False,False,83.73865509033203,0.0031638832297176123,0.006302677094936371,0.2210429125043447,0.17450593355568816,0.17450593355568816,32,0.10829571913927794,
hierarchical,99,0,20,51,31,False,False,214.37803649902344,0.00017876652418635786,0.011224421672523022,0.22827921249700012,0.17450593355568816,0.17450593355568816,32,0.27435196842998266,
